191| 万仕道(北京)管理咨询有限公司1|电子技术/半导体/集成电路|外商独资·外企办事处|2000-5000人|https://www.liepin.com/company/1/|NaN|张务章|NaN|NaN|NaN|某手机媒体急聘高级客户经理|10-10万|5天内反馈|北京|1个月前|统招本科/3年以上经验/不限/25-35岁|暂无|NaN|不限|无|0人|万仕道（北京）管理咨询有限公司是专门从事高端人才寻访的人力资源咨询机构，总部位于北京，在上海、广州、深圳设有分公司，专注于IT、通信、快消、房地产、教育、物流、制药、能源等行业。|2017-06-24 17:41:58
1920| 万仕道(北京)管理咨询有限公司1|电子技术/半导体/集成电路|外商独资·外企办事处|2000-5000人|https://www.liepin.com/company/1/|NaN|张务章|NaN|NaN|NaN|年薪30-50万聘房地产项目总经理|30-50万|5天内反馈|北京|1个月前|硕士及以上/8年以上经验/不限/35-50岁|暂无|NaN|不限|无|0人|万仕道（北京）管理咨询有限公司是专门从事高端人才寻访的人力资源咨询机构，总部位于北京，在上海、广州、深圳设有分公司，专注于IT、通信、快消、房地产、教育、物流、制药、能源等行业。|2017-06-24 17:42:10
19138| 迪岸网络技术(上海)有限公司|影视/媒体/艺术/文化/出版|外商独资·外企办事处|500-999人|https://www.liepin.com/company/1576/|NaN|人事部|NaN|NaN|NaN|某网络公司诚聘销售总监|10-15万|5天内反馈|广州|1个月前|统招本科/3年以上经验/不限/年龄不限|暂无|NaN|不限|无|0人|迪岸传媒集团（DigitalAdvertisingChannelsHoldingLtd）是中国最优秀的高科技户外媒体/（OOHMedia）集团之一，现经营的主要项目有：/国内领先的机场媒体网络——“迪岸机场传媒（ChannelAirport）”/——覆盖了中国排名前三十位的一线城市机场中的22个主要城市机场/——形成了对近3亿高端目标受众的全面包围和深刻影响/国内最大的高尔夫球场媒体网络——“迪岸高尔夫传媒（ChannelGolf）”/——覆盖近200家高尔夫球场、40个重点城市（北京/上海/广州/深圳等）/——独拥球场700多个户内外黄金媒体点位/国内最大的校园媒体网络——中国“校园传媒（ChannelCampus）”/——覆盖23个经济发达城市，近350所高校，每周有效影响近8300万人次大学生受众/正在积极开拓的项目有电影院、高级商场等新型户外传播渠道。/集团经营的主要媒体形式包括：户外大牌、传统灯箱、滚动灯箱、户外视频、平面海报、数码海报（iPoster）等形式，其中多种电子媒体播放技术及外观已申报国家专利。迪岸网络覆盖全国36个重点城市，员工600人，媒体点位超过30,000个，已成为国内最有影响力，同时又最具有创新性的新兴户外媒体集团之一。/公司网站：www.dachannels.com|2017-06-24 17:44:55
19139| 迪岸网络技术(上海)有限公司|影视/媒体/艺术/文化/出版|外商独资·外企办事处|500-999人|https://www.liepin.com/company/1576/|NaN|人事部|NaN|NaN|NaN|某网络公司诚聘华南区域总监|8-16万|5天内反馈|广州|1个月前|统招本科/3年以上经验/不限/年龄不限|暂无|NaN|不限|无|0人|迪岸传媒集团（DigitalAdvertisingChannelsHoldingLtd）是中国最优秀的高科技户外媒体/（OOHMedia）集团之一，现经营的主要项目有：/国内领先的机场媒体网络——“迪岸机场传媒（ChannelAirport）”/——覆盖了中国排名前三十位的一线城市机场中的22个主要城市机场/——形成了对近3亿高端目标受众的全面包围和深刻影响/国内最大的高尔夫球场媒体网络——“迪岸高尔夫传媒（ChannelGolf）”/——覆盖近200家高尔夫球场、40个重点城市（北京/上海/广州/深圳等）/——独拥球场700多个户内外黄金媒体点位/国内最大的校园媒体网络——中国“校园传媒（ChannelCampus）”/——覆盖23个经济发达城市，近350所高校，每周有效影响近8300万人次大学生受众/正在积极开拓的项目有电影院、高级商场等新型户外传播渠道。/集团经营的主要媒体形式包括：户外大牌、传统灯箱、滚动灯箱、户外视频、平面海报、数码海报（iPoster）等形式，其中多种电子媒体播放技术及外观已申报国家专利。迪岸网络覆盖全国36个重点城市，员工600人，媒体点位超过30,000个，已成为国内最有影响力，同时又最具有创新性的新兴户外媒体集团之一。/公司网站：www.dachannels.com|2017-06-24 17:44:57
19142| 迪岸网络技术(上海)有限公司|影视/媒体/艺术/文化/出版|外商独资·外企办事处|500-999人|https://www.liepin.com/company/1576/|NaN|人事部|NaN|NaN|NaN|某网络公司诚聘媒体运营总监|9-12万|5天内反馈|上海|1个月前|统招本科/2年以上经验/不限/年龄不限|暂无|NaN|不限|无|0人|迪岸传媒集团（DigitalAdvertisingChannelsHoldingLtd）是中国最优秀的高科技户外媒体/（OOHMedia）集团之一，现经营的主要项目有：/国内领先的机场媒体网络——“迪岸机场传媒（ChannelAirport）”/——覆盖了中国排名前三十位的一线城市机场中的22个主要城市机场/——形成了对近3亿高端目标受众的全面包围和深刻影响/国内最大的高尔夫球场媒体网络——“迪岸高尔夫传媒（ChannelGolf）”/——覆盖近200家高尔夫球场、40个重点城市（北京/上海/广州/深圳等）/——独拥球场700多个户内外黄金媒体点位/国内最大的校园媒体网络——中国“校园传媒（ChannelCampus）”/——覆盖23个经济发达城市，近350所高校，每周有效影响近8300万人次大学生受众/正在积极开拓的项目有电影院、高级商场等新型户外传播渠道。/集团经营的主要媒体形式包括：户外大牌、传统灯箱、滚动灯箱、户外视频、平面海报、数码海报（iPoster）等形式，其中多种电子媒体播放技术及外观已申报国家专利。迪岸网络覆盖全国36个重点城市，员工600人，媒体点位超过30,000个，已成为国内最有影响力，同时又最具有创新性的新兴户外媒体集团之一。/公司网站：www.dachannels.com|2017-06-24 17:44:59
19201| 易车公司|互联网/移动互联网/电子商务|外商独资·外企办事处|2000-5000人|https://www.liepin.com/company/1623/|北京市海淀区首体南路6号新世纪饭店写字楼6层|人力资源部|人力资源经理|100|1|高薪聘市场总监|10-15万|5天内反馈|北京|1个月前|统招本科/3年以上经验/不限/年龄不限|暂无|NaN|不限|无|0人|易车公司是美国纽约证券交易所上市公司，纽交所股票代码：BITA，是中国最大的汽车互联网企业，为中国汽车用户提供专业、丰富的互联网资讯服务，并为汽车厂商和汽车经销商提供卓有成效的互联网营销解决方案。/易车公司以“专业、合作、创新”的冠军车队文化为共同价值观，致力于为用户带来更简单、更精彩的汽车生活。/易车公司业务包括中国最大的新车交易导购平台——易车网（www.yiche.com）、中国最大的汽车经销商智能营销整合服务供应商——易湃（www.easypass.cn）、中国最大的二手车交易信息网络平台——易车二手车（www.taoche.com）、中国首家面向经销商的C2B汽车电子商务平台——易车•惠买车（www.huimaiche.com）、面向厂商的B2C模式汽车电子商务平台——易车商城（www.yichemall.com）、中国最大的汽车行业数字营销解决方案提供商——新意互动（www.cig.com.cn）。/地址：北京市海淀区首体南路6号新世纪饭店写字楼6层（100044）/电话：010-68492345/传真：010-68492726/邮箱：zhaopin@yiche.com/公司官网：www.yiche.com|2017-06-24 17:46:15
19202| 易车公司|互联网/移动互联网/电子商务|外商独资·外企办事处|2000-5000人|https://www.liepin.com/company/1623/|北京市海淀区首体南路6号新世纪饭店写字楼6层|人力资源部|人力资源经理|100|1|高薪 聘请财务总监|10-18万|5天内反馈|北京|1个月前|统招本科/5年以上经验/不限/年龄不限|暂无|NaN|不限|无|0人|易车公司是美国纽约证券交易所上市公司，纽交所股票代码：BITA，是中国最大的汽车互联网企业，为中国汽车用户提供专业、丰富的互联网资讯服务，并为汽车厂商和汽车经销商提供卓有成效的互联网营销解决方案。/易车公司以“专业、合作、创新”的冠军车队文化为共同价值观，致力于为用户带来更简单、更精彩的汽车生活。/易车公司业务包括中国最大的新车交易导购平台——易车网（www.yiche.com）、中国最大的汽车经销商智能营销整合服务供应商——易湃（www.easypass.cn）、中国最大的二手车交易信息网络平台——易车二手车（www.taoche.com）、中国首家面向经销商的C2B汽车电子商务平台——易车•惠买车（www.huimaiche.com）、面向厂商的B2C模式汽车电子商务平台——易车商城（www.yichemall.com）、中国最大的汽车行业数字营销解决方案提供商——新意互动（www.cig.com.cn）。/地址：北京市海淀区首体南路6号新世纪饭店写字楼6层（100044）/电话：010-68492345/传真：010-68492726/邮箱：zhaopin@yiche.com/公司官网：www.yiche.com|2017-06-24 17:46:18
19355| 四维图新|互联网/移动互联网/电子商务|国内上市公司|2000-5000人|https://www.liepin.com/company/1834/|北京市朝阳区曙光西里甲5号北京凤凰置地广场A座写字楼10-17层|四维图新|高级招聘经理|NaN|NaN|某网络公司聘高级项目经理|8-15万|5天内反馈|北京|1个月前|统招本科/5年以上经验/不限/年龄不限|暂无|NaN|不限|无|0人|   北京四维图新科技股份有限公司（简称：四维图新，深交所股票代码：002405）是中国领先的数字地图内容、车联网及动态交通信息服务、行业应用解决方案提供商，始终致力于为全球客户提供专业化、高品质的地理信息产品和服务。经过十年多的发展，四维图新已经成为拥有八家全资、六家控股、五家参股公司的大型集团化股份制企业。作为全球第四大、中国最大的数字地图提供商，公司产品和服务充分满足了汽车导航、消费电子导航、互联网和移动互联网、政府及企业应用等各行所需。在全球市场中，四维图新品牌的数字地图、动态交通信息和车联网服务已经获得众多客户的广泛认可和行业的高度肯定。/  在数字地图领域，公司一直关注大数据时代地理信息数据的整合与发布，通过专注地理信息数据研发，建设地理信息数据云平台，持续深入挖掘数据背后的商业价值。四维图新数字地图已连续多年领航中国前装车载导航市场，获得宝马、大众、奔驰、通用、沃尔沃、福特、上汽、丰田、日产、现代、标致等主流车厂的订单；并通过合作共赢的商务模式在消费电子、互联网和移动互联网市场多年占据50%以上的市场份额，汇聚了百度地图、搜狗地图、诺基亚地图、图吧地图、老虎地图、导航犬、天地图等上千家网站地图和众多手机地图品牌，每天通过各种载体访问公司地图数据的用户超过1.5亿。作为全球第三家、中国第一家通过TS16949（国际汽车工业质量管理体系）认证的地图厂商，率先在中国推出行人导航地图产品，并已在语音导航、高精度导航、室内导航、三维导航等新领域实现了技术突破和产品成果化应用。2012年成为目前全球唯一一家掌握NDS标准格式编译技术，提供NDS导航地图数据的公司，在未来争取与国际主流车厂的合作中占据有利地位。/在动态交通信息服务领域，四维图新拥有中国覆盖最广、质量最高的服务体系，已建成北、上、广、深等三十余个主要城市的服务网络，高品质服务已连续五年7*24小时可靠运营。凭借在技术和市场的领先优势，依托全国最大浮动车数据平台，集成海量动态交通数据，四维图新可提供交通拥堵、交通事件、交通预测、动态停车场、动态航班信息等丰富的智能出行信息服务，成功服务2008年北京奥运会和2010年上海世博会，成为中国动态导航时代的领跑者。/  在车联网服务领域，公司建立了面向乘用车和商用车的车联网应用服务体系，致力于成为国际级Telematics解决方案提供商及国内领先的Telematics服务运营商，全面参与车联网和Telematics的市场竞争。2011年，公司率先在国内推出品牌“趣驾”，依托模块化车联网服务云平台，为客户量身定制平台搭建、内容管理、导航服务、车联网运维及一站式服务解决方案，推动公司由内容提供商向内容和服务提供商转变。目前，公司已经或即将为丰田、奥迪、大众、沃尔沃、长城等国内外主流车厂的车联网项目提供服务，并已在2012年宝马智能驾驶控制系统（iDriveIII）中搭载了“趣驾”的部分功能，这是四维图新车联网服务商用化的重要里程碑。/依托北京、上海、西安、沈阳四大研发中心，全国35个本地化数据实地采集和技术服务基地，四维图新通过不断自主研发和创新，开发了具有100%自主知识产权的核心技术和工具软件，截至2012年底，已独立承担和参与30余项国家导航标准的编制，申请专利292项，已授权63项，申报软件著作权登记168项，国家产业化专项3个、863专项2个和核高基专项1个。经过十年来的努力，四维图新已经成为具有现代企业治理结构的多元股份制公司，逐步构建了适应国际竞争的企业管理制度和人力资源管理体系，公司的管理一直与最高水准的国际性企业对标，并通过上市，实现了企业管理上的全面提升。未来，公司将紧紧围绕国家战略性新兴产业的发展机遇，通过打造国内最好的综合地理信息云平台，进一步巩固在行业内的领先地位，借助现有优势快速获取核心技术，形成层次分明、布局合理和可持续发展的公司业务组合，谋取在地理信息服务领域的领先地位；并通过抓住物联网、新能源汽车、北斗导航系统等新兴产业的发展机遇，成为具有国际竞争力、国内最优秀的综合地理信息服务商。/因公司发展需要，现诚聘：/所述职位除特殊注明外均需国家正规大学本科以上学历。/请有意者将简历发至本公司,在主题栏注明应聘职位和姓名。/我们相信\四维图新\辉煌的明天，会因为有你更精彩!/诚邀加盟,我们为您准备了:/一、一方充分展示自我才智、发挥潜能的舞台；/二、广阔的职业发展空间，富有个性化的培训机制；/三、有竞争力的薪酬待遇；/四、完善的福利体系：/A、五险一金：养老、医疗、失业、工伤、生育保险；住房公积金/B、补充医疗保险：全年医疗费90%报销，上限27万/年/C、独生子女医疗费：50%报销/D、人身意外伤害险：保额为100万/年（相关职位）/五、奖励体系：特殊贡献奖、绩效奖金等多方位的激励措施；/六、丰富多彩的员工活动；/七、图书种类繁多的图书室。/有意者请将简历发到以下信箱：zhaopin@navifno.com/公司网站：http://www.navinfo.com/请不要带附件，并请在邮件主题中注明欲申请的职位。/我们会约见符合条件的申请人，非请勿访！！|2017-06-24 17:49:26
19447| 万仕道(北京)管理咨询有限公司1|电子技术/半导体/集成电路|外商独资·外企办事处|2000-5000人|https://www.liepin.com/company/1/|NaN|张务章|NaN|NaN|NaN|佳美口腔连锁高薪聘人力资源总监|15-20万|5天内反馈|北京|1个月前|统招本科/10年以上经验/不限/30-45岁|暂无|NaN|不限|无|0人|万仕道（北京）管理咨询有限公司是专门从事高端人才寻访的人力资源咨询机构，总部位于北京，在上海、广州、深圳设有分公司，专注于IT、通信、快消、房地产、教育、物流、制药、能源等行业。|2017-06-24 17:51:14
19448| 万仕道(北京)管理咨询有限公司1|电子技术/半导体/集成电路|外商独资·外企办事处|2000-5000人|https://www.liepin.com/company/1/|NaN|张务章|NaN|NaN|NaN|北大方正集团国际医疗部高薪聘行政总监|15-15万|5天内反馈|北京|1个月前|统招本科/5年以上经验/不限/30-50岁|暂无|NaN|不限|无|0人|万仕道（北京）管理咨询有限公司是专门从事高端人才寻访的人力资源咨询机构，总部位于北京，在上海、广州、深圳设有分公司，专注于IT、通信、快消、房地产、教育、物流、制药、能源等行业。|2017-06-24 17:51:17
